circuit,factory,layer_count,allocator,msf_coeff,msf_prep_time,routing_algo,routing_option,total_code_beat,circuit_volume
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Double,No_Top,533,297244
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,SA,1,10,Double,Yes_Kink,533,564719
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Proj,No_MSF,213,18556
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,SA,1,10,Single,No_Kink,548,528981
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Proj,No_Top,517,39932
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Single,No_MSF,327,133783
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Single,No_Top,546,300501
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Double,No_MSF,290,116781
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Double,No_Top,533,297244
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,SA,0.1,10,Proj,No_Kink,528,1235423
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Proj,No_MSF,213,18556
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,SA,0.1,10,Proj,Yes_Kink,530,1202536
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Proj,No_Top,517,39932
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Double,No_Kink,748,864850
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Single,No_MSF,327,133783
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Double,Yes_Kink,761,869843
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,naive,0,10,Single,No_Kink,944,896439
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Single,No_Top,546,300501
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,inner,2,random,0,10,Proj,No_Kink,1361,3244045
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Double,No_MSF,290,116781
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,inner,2,random,0,10,Proj,Yes_Kink,1370,3216199
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Double,No_Top,533,297244
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,SA,1,10,Proj,No_Kink,528,1207584
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Proj,No_MSF,213,18556
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Proj,No_Top,517,39932
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,SA,1,10,Proj,Yes_Kink,528,1171954
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Single,No_MSF,327,133783
